rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
3520,6347299,K00661.02,Kepler-204 c,CONFIRMED,CANDIDATE,25.6613816,0.864,4.459,167.0,1.78,0.1689,87.88,683.0,4.3941636,10.894302,14.6,43.0,0.3535,5815.0,4.27,-0.02,1.198,0.976,285.3472,41.761921,1
3521,6365156,K00662.01,Kepler-639 b,CONFIRMED,CANDIDATE,10.21418792,0.016,5.8201,304.0,2.29,0.0966,89.93,957.0,8.866341,57.729088,78.6,131.0,0.4159,5843.0,4.25,0.3,1.332,1.151,292.18689,41.727051,1
3522,6425957,K00663.01,Kepler-205 b,CONFIRMED,CANDIDATE,2.755637216,0.717,1.8559,537.0,1.37,0.0319,85.06,757.0,12.496906,86.821,99.8,372.0,0.6257,4121.0,4.709,-0.34,0.553,0.57,285.28711,41.861172,1
3523,1293046,K07622.01,,FALSE POSITIVE,FALSE POSITIVE,36.2671673,0.214,2.065,627.0,1.5,0.1817,89.91,347.0,3.0164852,7.4721065,10.0,39.0,0.6207,4264.0,4.637,-0.2,0.62,0.607,291.02655,36.91637,0
3524,2444412,K00103.01,,CANDIDATE,CANDIDATE,14.91095177,0.014,3.325,865.0,2.62,0.1159,89.98,694.0,20.151493,107.95887,116.9,93.0,0.0145,5650.0,4.5,-0.04,0.899,0.932,291.68335,37.751591,1
3525,6425957,K00663.02,Kepler-205 c,CONFIRMED,CANDIDATE,20.30652862,0.714,2.8014,715.0,1.58,0.1209,89.0,389.0,12.287402,50.225945,60.8,48.0,0.6921,4121.0,4.709,-0.34,0.553,0.57,285.28711,41.861172,1
3526,9597345,K00711.01,Kepler-218 c,CONFIRMED,CANDIDATE,44.6996563,0.472,6.2289,838.0,3.05,0.2457,89.46,500.0,15.035866,58.786575,71.3,26.0,0.1501,5497.0,4.394,0.38,1.046,0.988,295.41281,46.266472,1
3527,9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,3.619309734,0.116,3.0504,207.0,1.47,0.046,89.27,1156.0,9.819297,40.834072,47.4,371.0,0.1401,5497.0,4.394,0.38,1.046,0.988,295.41281,46.266472,1
3528,9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,124.5245224,0.004,9.654,690.0,2.69,0.4865,90.0,356.0,15.564562,28.535248,47.5,11.0,0.4956,5497.0,4.394,0.38,1.046,0.988,295.41281,46.266472,1
3529,10972902,K04692.02,,CANDIDATE,CANDIDATE,7.6720844,0.523,3.451,75.1,0.72,0.0731,87.95,875.0,3.6692047,8.243775,8.4,178.0,0.5568,5972.0,4.57,-0.54,0.807,0.884,290.44476,48.462891,1
3530,9640976,K00712.01,,FALSE POSITIVE,FALSE POSITIVE,2.178150857,0.58,1.931,163.0,1.11,0.0321,85.37,1282.0,4.2798157,28.797455,37.4,616.0,0.1487,5691.0,4.56,-0.16,0.836,0.928,287.99124,46.35688,0
3531,9640985,K00713.01,,FALSE POSITIVE,FALSE POSITIVE,2.178150567,1.228,3.5065,511.0,34.19,0.0352,42.13,1796.0,6.807421,51.929333,131.4,616.0,0.8217,6820.0,4.328,-0.3,1.254,1.227,287.99609,46.32943,0
3532,5562784,K00608.01,,FALSE POSITIVE,FALSE POSITIVE,25.33709016,0.824,9.664,2280.0,3.47,0.1441,86.39,414.0,23.293756,95.92891,120.3,54.0,0.2854,4469.0,4.625,-0.3,0.635,0.621,298.86972,40.71991,0
3533,5608566,K00609.01,,FALSE POSITIVE,FALSE POSITIVE,4.396999852,0.987,1.875,4580.0,13.57,0.0525,83.76,1231.0,36.017918,369.0751,63.3,300.0,0.2572,5949.0,4.311,-0.08,1.156,0.998,288.16071,40.878891,0
3534,5686174,K00610.01,Kepler-622 b,CONFIRMED,CANDIDATE,14.28228147,0.019,2.6588,983.0,1.82,0.0978,89.97,446.0,8.989636,37.293514,44.7,73.0,0.3381,4102.0,4.675,-0.06,0.595,0.612,284.47849,40.933102,1
3535,6309763,K00611.01,,CANDIDATE,CANDIDATE,3.251659087,0.938,1.5286,4750.0,9.83,0.0448,83.92,1384.0,33.613243,447.0862,466.2,412.0,0.4656,6367.0,4.419,-0.14,1.087,1.131,298.29404,41.6838,1
3536,5903312,K00008.01,,FALSE POSITIVE,FALSE POSITIVE,1.16015259,0.748,1.3433,170.0,1.4,0.0213,80.6,1751.0,6.0591683,36.647564,48.4,1151.0,0.9397,5842.0,4.433,-0.1,0.985,0.959,298.66101,41.13789,0
3537,6462863,K00094.04,Kepler-89 A b,CONFIRMED,CANDIDATE,3.743166733,0.008,3.6888,126.0,1.5,0.0488,89.94,1423.0,6.2497396,31.52265,47.2,154.0,0.1809,6181.0,4.234,-0.02,1.331,1.106,297.33307,41.891121,1
3538,6442340,K00664.01,Kepler-206 c,CONFIRMED,CANDIDATE,13.13747785,0.8,4.8655,213.0,1.85,0.1084,86.45,825.0,5.8195467,35.811054,43.1,101.0,0.0175,5762.0,4.314,0.06,1.143,0.982,291.63467,41.833858,1
3539,6442340,K00664.02,Kepler-206 b,CONFIRMED,CANDIDATE,7.78199862,0.816,3.947,107.0,1.32,0.0764,84.82,983.0,4.524071,20.25474,25.6,167.0,0.3379,5762.0,4.314,0.06,1.143,0.982,291.63467,41.833858,1
3540,1434395,K07623.01,,FALSE POSITIVE,FALSE POSITIVE,2.2227289,0.254,2.617,279.0,34.14,0.051,87.73,4454.0,4.7301135,13.496643,10.5,208.0,0.3527,4996.0,2.354,0.07,20.848,3.584,291.85648,37.065651,0
3541,6442340,K00664.03,Kepler-206 d,CONFIRMED,CANDIDATE,23.4433748,0.924,5.768,85.0,1.29,0.1594,85.83,681.0,3.2126782,11.136332,14.1,53.0,0.509,5762.0,4.314,0.06,1.143,0.982,291.63467,41.833858,1
3542,6685609,K00665.01,Kepler-207 d,CONFIRMED,CANDIDATE,5.868066282,0.801,4.1246,437.0,3.6,0.0674,83.38,1254.0,9.295554,75.933205,97.6,224.0,0.2954,5918.0,4.127,0.21,1.555,1.181,290.03052,42.16605,1
3543,6685609,K00665.02,Kepler-207 b,CONFIRMED,CANDIDATE,1.61189046,0.782,3.0792,101.0,1.72,0.0285,73.17,1930.0,3.968964,31.847212,38.0,775.0,0.6689,5918.0,4.127,0.21,1.555,1.181,290.03052,42.16605,1
3544,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,9.940666412,0.02,3.9092,520.0,2.87,0.0953,89.94,996.0,17.204899,144.28577,161.4,138.0,0.4918,6215.0,4.305,0.08,1.259,1.17,284.55573,46.063831,1
3545,9702072,K00714.01,Kepler-652 b,CONFIRMED,CANDIDATE,4.182001885,0.015,2.2209,847.0,2.46,0.0503,89.94,974.0,15.738635,165.43068,160.3,321.0,0.365,5328.0,4.551,0.32,0.865,0.971,288.00812,46.47356,1
3546,9413156,K04700.02,,CANDIDATE,CANDIDATE,66.47762,0.384,4.487,554.0,1.83,0.3052,89.79,388.0,3.1555886,7.3239512,9.1,18.0,0.1256,5515.0,4.592,-0.26,0.775,0.868,295.36145,45.914841,1
3547,9834719,K00715.01,,FALSE POSITIVE,FALSE POSITIVE,1.621668852,1.194,1.7517,7660.0,32.76,0.0274,72.67,1598.0,67.259026,1057.8088,67.8,823.0,0.0001,6106.0,4.487,-0.16,0.966,1.043,293.42636,46.68792,0
3548,9846348,K00716.01,,CANDIDATE,CANDIDATE,26.89316101,0.98,2.3266,2190.0,6.78,0.1743,88.51,614.0,27.222822,121.594765,119.6,39.0,0.4751,6096.0,4.511,-0.34,0.908,0.975,297.49216,46.694519,1
3549,9873254,K00717.01,Kepler-653 b,CONFIRMED,CANDIDATE,14.70749512,0.127,3.1506,262.0,2.04,0.1197,89.8,819.0,5.821602,29.69435,36.3,88.0,0.0659,5676.0,4.247,0.32,1.28,1.056,282.21292,46.717819,1
3550,6587002,K00612.01,Kepler-196 b,CONFIRMED,CANDIDATE,20.73989406,0.777,3.1505,616.0,2.11,0.1375,88.68,536.0,8.75953,38.613728,44.2,47.0,0.7154,5132.0,4.571,-0.06,0.77,0.805,284.96851,42.079201,1
3551,6587002,K00612.02,Kepler-196 c,CONFIRMED,CANDIDATE,47.4277116,0.678,5.2679,820.0,2.33,0.2387,89.27,407.0,18.831028,46.8974,49.9,20.0,0.4863,5132.0,4.571,-0.06,0.77,0.805,284.96851,42.079201,1
3552,6960456,K00613.01,,FALSE POSITIVE,FALSE POSITIVE,5.07442951,0.53,4.064,250.0,1.38,0.0574,86.33,929.0,5.6879315,20.756702,26.7,270.0,0.9881,5448.0,4.562,0.21,0.857,0.977,295.19717,42.416939,0
3553,7368664,K00614.01,Kepler-434 b,CONFIRMED,CANDIDATE,12.87471243,0.932,2.2491,3860.0,11.26,0.115,87.7,926.0,32.12367,217.3461,218.5,102.0,0.28,5963.0,4.218,0.34,1.424,1.22,293.58636,42.928909,1
3554,8374580,K00615.01,,FALSE POSITIVE,FALSE POSITIVE,176.2432946,1.271,5.0423,4980.0,48.15,0.5931,89.43,353.0,41.571526,97.7956,86.6,7.0,0.2868,5559.0,4.209,0.0,1.231,0.895,295.0256,44.330189,0
3555,6685609,K00665.03,Kepler-207 c,CONFIRMED,CANDIDATE,3.07155284,0.855,4.0935,86.0,1.65,0.0437,74.56,1556.0,3.6635234,18.185007,27.2,348.0,0.6361,5918.0,4.127,0.21,1.555,1.181,290.03052,42.16605,1
3556,6707835,K00666.01,Kepler-640 b,CONFIRMED,CANDIDATE,22.24814617,0.868,4.1483,614.0,2.72,0.1566,87.79,609.0,12.264328,63.322964,74.2,62.0,0.7154,5629.0,4.503,0.26,0.943,1.033,296.0322,42.131672,1
3557,2696205,K07636.01,,CANDIDATE,CANDIDATE,0.702739679,0.742,1.379,65.1,0.73,0.0145,74.58,1765.0,3.9569767,7.8223796,9.5,1899.0,0.9026,5269.0,4.508,-0.04,0.836,0.819,286.89841,37.93745,1
3558,6752502,K00667.01,,FALSE POSITIVE,FALSE POSITIVE,4.305219002,0.626,2.6845,9740.0,10.34,0.0519,86.75,1119.0,24.851282,209.95412,205.8,301.0,0.3021,5780.0,4.438,0.0,1.0,1.0,282.15491,42.234547,0
3559,6805146,K00668.01,,FALSE POSITIVE,FALSE POSITIVE,13.77971135,0.201,7.63871,25500.0,47.58,0.1257,89.26,1376.0,445.09158,2796.1816,2013.6,99.0,0.0151,6444.0,3.643,-0.48,2.947,1.393,298.59164,42.206429,0
3560,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,2.508057497,0.742,1.1134,1510.0,3.25,0.034,86.61,997.0,22.645512,284.4772,312.7,540.0,0.8125,4780.0,4.597,0.34,0.761,0.835,281.19473,47.497131,1
3561,6960445,K00669.01,,FALSE POSITIVE,FALSE POSITIVE,5.07437786,1.21,5.942,606.0,23.71,0.0564,53.96,1008.0,27.39406,103.53328,86.6,270.0,0.9813,5661.0,4.48,-0.04,0.919,0.929,295.19562,42.417068,0
3562,9873254,K00717.02,Kepler-653 c,CONFIRMED,CANDIDATE,0.900375925,0.093,1.257,41.4,0.82,0.0186,89.04,2078.0,4.379258,11.478353,14.6,1445.0,0.9887,5676.0,4.247,0.32,1.28,1.056,282.21292,46.717819,1
3563,9884104,K00718.01,Kepler-219 b,CONFIRMED,CANDIDATE,4.585466941,0.823,3.4437,384.0,3.29,0.0571,82.38,1307.0,10.435508,62.9034,84.8,297.0,0.4425,5788.0,4.16,0.26,1.495,1.179,288.73898,46.762562,1
3564,9884104,K00718.02,Kepler-219 c,CONFIRMED,CANDIDATE,22.71443351,0.816,6.0875,575.0,4.01,0.1659,87.36,766.0,9.991616,46.50063,74.4,55.0,0.4075,5788.0,4.16,0.26,1.495,1.179,288.73898,46.762562,1
3565,9884104,K00718.03,Kepler-219 d,CONFIRMED,CANDIDATE,47.903427,0.918,6.191,379.0,3.55,0.2728,88.02,598.0,7.0039225,22.787811,34.1,28.0,0.9713,5788.0,4.16,0.26,1.495,1.179,288.73898,46.762562,1
3566,9950612,K00719.01,Kepler-220 c,CONFIRMED,CANDIDATE,9.034190783,0.846,1.5501,578.0,1.8,0.0733,88.12,586.0,11.350411,84.98935,82.1,147.0,0.995,4499.0,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
3567,9714696,K00616.01,,FALSE POSITIVE,FALSE POSITIVE,1.433339604,0.902,1.3665,305.0,2.08,0.0255,76.67,1677.0,5.320202,27.404266,39.6,852.0,0.9978,6077.0,4.471,-0.04,0.999,1.077,293.68912,46.41288,0
3568,9846086,K00617.01,,FALSE POSITIVE,FALSE POSITIVE,37.86511904,1.28,2.9799,6940.0,40.36,0.225,88.56,535.0,54.935226,221.32219,222.3,26.0,0.5286,5858.0,4.495,0.1,0.963,1.056,297.41867,46.64426,0
3569,10353968,K00618.01,Kepler-623 b,CONFIRMED,CANDIDATE,9.07098164,0.013,2.6903,1030.0,2.94,0.0854,89.97,825.0,8.294868,48.7044,59.1,117.0,0.2049,5672.0,4.506,0.14,0.929,1.008,296.98672,47.47739,1
3570,10384962,K00619.01,,FALSE POSITIVE,FALSE POSITIVE,2.879243323,0.709,2.6273,48100.0,21.02,0.0393,85.12,1244.0,263.7376,3256.0266,200.5,470.0,0.004,5941.0,4.533,-0.22,0.885,0.975,281.77554,47.59325,0
3571,11773022,K00620.01,Kepler-51 b,CONFIRMED,CANDIDATE,45.15535633,0.063,5.7845,6210.0,7.65,0.2528,89.94,523.0,43.76758,176.52367,285.1,29.0,0.0863,6046.0,4.486,-0.08,0.972,1.053,296.47977,49.937679,1
3572,7033671,K00670.01,Kepler-641 b,CONFIRMED,CANDIDATE,9.48965527,0.795,3.587,262.0,2.16,0.0879,86.44,926.0,6.7732596,35.765453,42.5,140.0,0.258,5672.0,4.279,0.2,1.204,1.005,291.82349,42.516209,1
3573,7040629,K00671.01,Kepler-208 b,CONFIRMED,CANDIDATE,4.22865217,0.009,3.3275,150.0,1.83,0.0546,89.94,1379.0,5.379065,34.25167,41.5,313.0,0.6249,5966.0,4.169,0.18,1.499,1.213,293.8902,42.527966,1
3574,2711131,K07637.01,,FALSE POSITIVE,FALSE POSITIVE,2.85889907,0.936,1.465,55.7,0.73,0.0371,80.54,989.0,3.341425,8.617992,6.9,468.0,0.8637,4973.0,4.603,0.14,0.754,0.848,291.01727,37.975368,0
3575,7040629,K00671.02,Kepler-208 c,CONFIRMED,CANDIDATE,7.46662068,0.255,3.87,121.0,1.65,0.0797,88.98,1141.0,4.035281,20.354172,27.4,165.0,0.5536,5966.0,4.169,0.18,1.499,1.213,293.8902,42.527966,1
3576,7040629,K00671.03,Kepler-208 e,CONFIRMED,CANDIDATE,16.25951967,0.374,3.854,130.0,1.72,0.1339,89.29,880.0,3.8778422,14.354362,19.6,72.0,0.7267,5966.0,4.169,0.18,1.499,1.213,293.8902,42.527966,1
3577,7040629,K00671.04,Kepler-208 d,CONFIRMED,CANDIDATE,11.1317901,0.342,4.051,95.5,1.47,0.104,89.02,999.0,3.8494,12.992093,18.2,105.0,0.6828,5966.0,4.169,0.18,1.499,1.213,293.8902,42.527966,1
3578,9950612,K00719.02,Kepler-220 d,CONFIRMED,CANDIDATE,28.1224393,0.516,4.174,194.0,0.9,0.1563,89.34,401.0,5.8934264,22.87844,26.9,47.0,0.226,4499.0,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
3579,6678383,K00111.01,Kepler-104 A b,CONFIRMED,CANDIDATE,11.42755098,0.608,4.6074,501.0,2.35,0.0964,87.76,852.0,27.960602,148.07864,165.5,116.0,0.7306,5979.0,4.394,-0.34,1.005,0.913,287.60461,42.166779,1
3580,2308411,K07631.01,,FALSE POSITIVE,FALSE POSITIVE,0.983304511,0.477,1.78,79.9,1.1,0.021,82.82,2121.0,4.2224126,8.494467,10.1,1365.0,0.2719,6363.0,4.386,0.21,1.198,1.273,292.63766,37.64188,0
3581,9950612,K00719.03,Kepler-220 e,CONFIRMED,CANDIDATE,45.9029768,0.303,5.0041,362.0,1.18,0.2166,89.74,341.0,12.081388,36.883266,42.9,29.0,0.1564,4499.0,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
3582,9950612,K00719.04,Kepler-220 b,CONFIRMED,CANDIDATE,4.159816554,0.676,1.6261,160.0,0.86,0.0437,87.37,759.0,5.154414,32.666714,35.6,313.0,0.2836,4499.0,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
3583,9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,5.69059163,0.573,2.557,1380.0,3.1,0.0586,87.76,860.0,15.757019,116.45312,45.5,185.0,0.3505,5244.0,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
3584,5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,4.885488596,0.361,5.16165,7460.0,16.66,0.0605,87.2,1496.0,185.89848,2252.0361,2590.1,277.0,0.2698,6036.0,3.968,0.1,1.909,1.236,288.58151,41.089809,1
3585,11773022,K00620.02,Kepler-51 d,CONFIRMED,CANDIDATE,130.1780296,0.022,8.4534,11600.0,10.44,0.5121,89.99,367.0,77.47073,203.99986,365.2,10.0,0.5976,6046.0,4.486,-0.08,0.972,1.053,296.47977,49.937679,1
3586,11773022,K00620.03,Kepler-51 c,CONFIRMED,CANDIDATE,85.3162004,0.972,2.7441,1900.0,6.34,0.3864,89.44,423.0,10.996511,27.498526,32.6,14.0,0.6737,6046.0,4.486,-0.08,0.972,1.053,296.47977,49.937679,1
3587,12251650,K00621.01,,CANDIDATE,CANDIDATE,17.76199841,0.907,2.4644,24200.0,14.25,0.1165,88.79,538.0,133.55298,759.2412,731.7,75.0,0.6195,5088.0,4.612,-0.58,0.669,0.667,287.46097,50.975071,1
3588,12417486,K00622.01,,CANDIDATE,CANDIDATE,155.042265,0.824,9.848,4880.0,26.44,0.6167,89.43,511.0,38.981735,107.15293,117.9,9.0,0.5764,4994.0,3.509,0.0,3.322,1.3,295.88028,51.26379,1
3589,12068975,K00623.01,Kepler-197 A c,CONFIRMED,CANDIDATE,10.34973276,0.905,4.4859,119.0,1.44,0.0898,83.51,930.0,6.238106,33.091286,44.5,128.0,0.2519,6003.0,4.303,-0.38,1.109,0.902,295.22644,50.558979,1
3590,7115785,K00672.01,Kepler-209 b,CONFIRMED,CANDIDATE,16.08786246,0.824,3.095,613.0,2.56,0.1207,88.05,668.0,6.8654904,47.687958,63.7,83.0,0.5546,5506.0,4.473,0.04,0.914,0.904,291.16953,42.640808,1
3591,2834805,K07638.01,,CANDIDATE,CANDIDATE,25.0032023,0.756,5.498,64.1,1.47,0.1767,88.13,837.0,4.016812,8.428181,12.6,54.0,0.2088,6148.0,4.055,0.0,1.685,1.176,286.70145,38.042191,1
3592,7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,41.74938613,0.226,5.6098,1060.0,2.94,0.228,89.77,486.0,16.59695,67.47628,95.0,34.0,0.4664,5506.0,4.473,0.04,0.914,0.904,291.16953,42.640808,1
3593,7115785,K00672.03,,FALSE POSITIVE,FALSE POSITIVE,0.56680081,0.004,3.6116,128.0,1.02,0.013,89.84,2038.0,4.406091,12.771007,71.5,2295.0,0.159,5506.0,4.473,0.04,0.914,0.904,291.16953,42.640808,0
3594,7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,4.41746257,0.085,2.965,291.0,3.95,0.0589,89.58,1810.0,6.6631045,53.31734,22.6,304.0,0.9592,6570.0,3.86,-0.12,2.297,1.396,293.83456,42.624962,1
3595,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,8.981014925,0.097,1.8478,1060.0,3.14,0.078,89.85,880.0,21.907341,183.9084,198.3,153.0,0.7502,5666.0,4.362,-0.4,0.967,0.785,298.93704,44.85791,1
3596,7277317,K00674.01,Kepler-643 b,CONFIRMED,CANDIDATE,16.33888067,0.256,9.3599,1720.0,10.47,0.1295,88.91,963.0,29.594252,151.49889,201.9,40.0,0.2601,4877.0,3.645,0.16,2.595,1.085,290.32733,42.898281,1
3597,2446134,K07632.01,,FALSE POSITIVE,FALSE POSITIVE,39.1307086,0.013,2.295,201.0,1.54,0.2309,89.99,600.0,3.339682,7.1247277,7.4,33.0,0.6286,6295.0,4.401,-0.16,1.08,1.065,292.06082,37.770191,0
3598,9963524,K00720.02,Kepler-221 d,CONFIRMED,CANDIDATE,10.04157214,0.768,2.6577,1110.0,2.97,0.0855,87.8,712.0,11.754253,70.57596,28.1,104.0,0.5294,5244.0,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
3599,9963524,K00720.03,Kepler-221 e,CONFIRMED,CANDIDATE,18.36974658,0.947,2.939,1140.0,3.58,0.1279,87.37,582.0,10.898371,47.5573,20.1,58.0,0.5182,5244.0,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
3600,9963524,K00720.04,Kepler-221 b,CONFIRMED,CANDIDATE,2.79590004,0.638,2.056,384.0,1.66,0.0365,85.58,1090.0,6.350122,42.45267,16.3,351.0,0.4233,5244.0,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
3601,9964801,K00721.01,Kepler-654 b,CONFIRMED,CANDIDATE,13.72462702,0.748,6.9758,282.0,2.13,0.1116,85.87,831.0,6.698336,37.43401,50.1,77.0,0.7431,5817.0,4.293,0.0,1.171,0.982,297.06842,46.834278,1
3602,9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,46.40626,0.018,7.0281,469.0,2.66,0.2559,89.98,588.0,11.401152,42.091286,51.2,25.0,0.0151,6086.0,4.276,-0.1,1.227,1.037,297.25909,46.843189,1
3603,2569995,K07634.01,,CANDIDATE,CANDIDATE,80.84069,0.003,8.567,9330.0,15.11,0.3768,90.0,500.0,14.619054,18.16397,21.6,4.0,0.0,5511.0,4.069,0.46,1.597,1.089,290.22925,37.840961,1
3604,12068975,K00623.02,Kepler-197 A d,CONFIRMED,CANDIDATE,15.67750191,0.911,5.5082,116.0,1.42,0.1185,84.55,810.0,5.826838,26.38406,39.6,72.0,0.3398,6003.0,4.303,-0.38,1.109,0.902,295.22644,50.558979,1
3605,12068975,K00623.03,Kepler-197 A b,CONFIRMED,CANDIDATE,5.59931543,0.914,3.8944,84.8,1.22,0.0596,79.07,1142.0,5.8511624,32.674694,41.4,231.0,0.0313,6003.0,4.303,-0.38,1.109,0.902,295.22644,50.558979,1
3606,12068975,K00623.04,Kepler-197 A e,CONFIRMED,CANDIDATE,25.2100146,0.771,6.553,62.1,0.95,0.1626,87.69,691.0,3.886533,9.88221,18.8,43.0,0.454,6003.0,4.303,-0.38,1.109,0.902,295.22644,50.558979,1
3607,3541946,K00624.01,Kepler-198 b,CONFIRMED,CANDIDATE,17.79001678,0.182,4.4116,871.0,2.7,0.1304,89.66,655.0,12.067978,66.874435,67.2,75.0,0.4176,5569.0,4.474,0.07,0.927,0.935,290.67313,38.69101,1
3608,3541946,K00624.02,Kepler-198 c,CONFIRMED,CANDIDATE,49.5674085,0.866,4.002,730.0,2.91,0.2583,89.06,465.0,8.5011635,26.813261,31.2,25.0,0.8358,5569.0,4.474,0.07,0.927,0.935,290.67313,38.69101,1
3609,10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,6.790120801,0.486,6.0437,2300.0,9.86,0.0769,86.5,1434.0,60.592434,598.46545,526.1,198.0,0.5173,6372.0,3.954,0.04,2.001,1.313,287.70883,47.33305,1
3610,7385509,K00675.01,,FALSE POSITIVE,FALSE POSITIVE,1.655467295,0.001,3.2424,1060.0,2.17,0.0243,89.99,1080.0,15.479933,60.136257,98.7,788.0,0.9879,4583.0,4.6,-0.02,0.695,0.701,297.74799,42.995205,0
3611,7447200,K00676.01,Kepler-210 c,CONFIRMED,CANDIDATE,7.972510087,0.739,2.9754,3140.0,3.22,0.0642,87.26,497.0,46.0098,336.3128,206.7,166.0,0.0003,3912.0,4.728,-0.12,0.533,0.556,292.50339,43.083149,1
3612,7447200,K00676.02,Kepler-210 b,CONFIRMED,CANDIDATE,2.453236139,0.496,1.6691,1720.0,2.26,0.0293,87.23,737.0,25.26523,277.99185,158.0,500.0,0.1881,3912.0,4.728,-0.12,0.533,0.556,292.50339,43.083149,1
3613,7466863,K00677.01,,FALSE POSITIVE,FALSE POSITIVE,11.9710626,0.999,2.7607,422.0,5.84,0.1041,83.75,1044.0,6.180694,37.14715,42.6,107.0,0.5671,6312.0,4.127,-0.34,1.464,1.048,297.40097,43.042782,0
3614,7509886,K00678.01,Kepler-211 c,CONFIRMED,CANDIDATE,6.0404622,0.508,1.98,241.0,1.3,0.0636,88.58,841.0,5.130397,30.999777,14.9,213.0,0.761,5297.0,4.578,0.21,0.825,0.938,285.43915,43.16848,1
3615,7509886,K00678.02,Kepler-211 b,CONFIRMED,CANDIDATE,4.13852825,0.185,2.281,257.0,1.3,0.0494,89.23,954.0,7.1916065,38.713882,20.5,321.0,0.7341,5297.0,4.578,0.21,0.825,0.938,285.43915,43.16848,1
3616,10002866,K00723.01,Kepler-222 b,CONFIRMED,CANDIDATE,3.936993144,0.801,1.887,1270.0,3.36,0.048,85.63,1004.0,14.770489,76.264,59.3,331.0,0.4371,5431.0,4.563,0.12,0.843,0.945,287.9061,46.937771,1
3617,10002866,K00723.02,Kepler-222 d,CONFIRMED,CANDIDATE,28.08185982,0.425,4.5288,1840.0,3.63,0.1777,89.46,522.0,13.206105,58.22654,50.8,43.0,0.0504,5431.0,4.563,0.12,0.843,0.945,287.9061,46.937771,1
3618,6678383,K00111.02,Kepler-104 A c,CONFIRMED,CANDIDATE,23.66834635,0.758,5.8297,449.0,2.32,0.1566,87.95,668.0,17.811987,99.441605,112.8,52.0,0.0226,5979.0,4.394,-0.34,1.005,0.913,287.60461,42.166779,1
3619,10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,10.08881066,0.921,1.7726,2000.0,4.71,0.0898,87.6,734.0,18.110556,82.97855,51.4,132.0,0.1408,5431.0,4.563,0.12,0.843,0.945,287.9061,46.937771,1
3620,2577353,K07635.01,,CANDIDATE,CANDIDATE,60.458443,0.451,8.43,175.0,1.59,0.3025,89.48,511.0,3.7288444,8.224685,9.7,24.0,0.1572,5865.0,4.297,0.02,1.181,1.008,291.78079,37.811508,1
3621,10005020,K00724.01,,FALSE POSITIVE,FALSE POSITIVE,6.97106919,0.044,3.9125,453.0,2.07,0.0737,89.82,946.0,9.201485,35.68929,41.7,193.0,0.6764,5871.0,4.493,0.21,0.983,1.097,288.98038,46.95406,0
3622,3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,1.311842968,0.121,1.7876,245.0,1.43,0.0229,88.78,1562.0,6.025282,49.34426,44.2,992.0,0.7411,5569.0,4.474,0.07,0.927,0.935,290.67313,38.69101,1
3623,4449034,K00625.01,,FALSE POSITIVE,FALSE POSITIVE,38.13853099,1.231,3.8617,1230.0,68.75,0.2514,86.95,873.0,12.939205,60.316467,58.9,37.0,0.9618,6481.0,3.861,-0.06,2.343,1.456,286.56378,39.53447,0
3624,4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,14.58649856,0.665,4.0249,379.0,2.45,0.1172,88.22,852.0,9.193604,42.768753,53.0,74.0,0.568,6063.0,4.29,-0.14,1.191,1.009,295.19339,39.539669,1
3625,4478168,K00626.02,,CANDIDATE,CANDIDATE,8.0292018,0.51,3.462,65.6,0.99,0.0788,88.1,1040.0,3.9179962,9.928506,11.7,135.0,0.7099,6063.0,4.29,-0.14,1.191,1.009,295.19339,39.539669,1
